algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
RILSROLS,feynman_test_7,0.001,Feynman,0.0,1.0,0.005015961427766924,2.5159552540636533e-05
RILSROLS,feynman_test_8,0.0,Feynman,0.0,0.0,0.023223149826901355,0.0005391693099837009
RILSROLS,feynman_test_8,0.001,Feynman,0.0,0.0,7.615499960279772,4.07746692692829
RILSROLS,feynman_test_9,0.0,Feynman,0.0,0.0,1666.2105013510138,14.836614692389634
RILSROLS,feynman_test_9,0.001,Feynman,0.0,0.0,1104.1980510652802,14.01375002983119
RILSROLS,strogatz_bacres1,0.0,Strogatz,20.0,1.0,0.0002015684033640627,4.0629820459774066e-08
RILSROLS,strogatz_bacres2,0.0,Strogatz,30.0,1.0,4.827008155891188e-05,2.3300008562044273e-09
RILSROLS,strogatz_barmag1,0.0,Strogatz,60.0,1.0,1.910503833600035e-15,0.0
RILSROLS,strogatz_barmag2,0.0,Strogatz,80.0,1.0,1.3947770736948597e-15,0.0
RILSROLS,strogatz_glider1,0.0,Strogatz,100.0,1.0,1.689861850971307e-14,0.0
RILSROLS,strogatz_glider2,0.0,Strogatz,100.0,1.0,1.8711927237223248e-14,0.0
RILSROLS,strogatz_lv1,0.0,Strogatz,80.0,1.0,4.541477004947407e-15,0.0
RILSROLS,strogatz_lv2,0.0,Strogatz,100.0,1.0,4.465257672454865e-15,0.0
RILSROLS,strogatz_predprey1,0.0,Strogatz,50.0,0.5,0.0624014287434145,0.003886376555087448
RILSROLS,strogatz_predprey2,0.0,Strogatz,50.0,1.0,7.28311804052267e-06,5.304379157992406e-11
RILSROLS,strogatz_shearflow1,0.0,Strogatz,20.0,0.0,0.12481901378037549,0.015459667343012318
RILSROLS,strogatz_shearflow2,0.0,Strogatz,80.0,1.0,1.2118801234300444e-15,0.0
RILSROLS,strogatz_vdp1,0.0,Strogatz,80.0,1.0,3.334727811103776e-09,0.0
RILSROLS,strogatz_vdp2,0.0,Strogatz,100.0,1.0,1.0185493555193822e-16,0.0
