label	label2	algorithm	dataset	target_noise	data_group	symbolic_solution_rate_(%)	accuracy_solution	rmse_test	log_mse_test
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_13_12	0.001	Feynman	0	0	1.97193193242558	1.58688868809962
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_13_12	0.01	Feynman	10	0	1.44894970047338	1.1312263652428
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_13_12	0.1	Feynman	0	0	2.07151723844008	1.66604197682439
AFP_0_Feynman	AFP_0	AFP	feynman_I_13_4	0	Feynman	0	0	3.94934689388087	2.80924249507367
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_13_4	0.001	Feynman	0	0	3.52596143358853	2.59766999906926
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_13_4	0.01	Feynman	0	0	3.26825428542893	2.45800520168897
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_13_4	0.1	Feynman	0	0	4.25575508552803	2.95028770241166
AFP_0_Feynman	AFP_0	AFP	feynman_I_14_3	0	Feynman	100	1	8.06E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_14_3	0.001	Feynman	70	1	8.14E-15	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_14_3	0.01	Feynman	50	1	0.002329062989761	5.42E-06
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_14_3	0.1	Feynman	40	1	0.070631922593154	0.004976465319554
AFP_0_Feynman	AFP_0	AFP	feynman_I_14_4	0	Feynman	50	1	0.000618924350949	3.83E-07
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_14_4	0.001	Feynman	90	1	0.000394564735649	1.56E-07
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_14_4	0.01	Feynman	50	1	0.003802913110105	1.45E-05
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_14_4	0.1	Feynman	50	1	0.045455949804113	0.002064111627721
AFP_0_Feynman	AFP_0	AFP	feynman_I_15_10	0	Feynman	0	1	0.032839021387734	0.001077820268699
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_15_10	0.001	Feynman	0	0.5	0.055569206893647	0.003083178870269
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_15_10	0.01	Feynman	0	1	0.028287378606241	0.000799855818443
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_15_10	0.1	Feynman	0	1	0.049893250826283	0.002486243212353
AFP_0_Feynman	AFP_0	AFP	feynman_I_15_3t	0	Feynman	0	0	0.077650215806581	0.006011450982362
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_15_3t	0.001	Feynman	0	0	0.074651846300012	0.005557427011864
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_15_3t	0.01	Feynman	0	0	0.069841677444634	0.004866001695803
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_15_3t	0.1	Feynman	0	0	0.07195891287685	0.005164724959809
AFP_0_Feynman	AFP_0	AFP	feynman_I_15_3x	0	Feynman	0	0	0.085242515187795	0.007240014127666
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_15_3x	0.001	Feynman	0	0	0.122257293990664	0.014836242584461
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_15_3x	0.01	Feynman	0	0	0.072417190658087	0.005230546314134
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_15_3x	0.1	Feynman	0	0.5	0.072962006808229	0.005309334941406
AFP_0_Feynman	AFP_0	AFP	feynman_I_16_6	0	Feynman	0	0	0.203858190630614	0.040717824506448
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_16_6	0.001	Feynman	0	0	0.221835416021487	0.048038407196121
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_16_6	0.01	Feynman	0	0	0.165627769146517	0.027063028165873
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_16_6	0.1	Feynman	0	0	0.197246731297755	0.038168499200722
AFP_0_Feynman	AFP_0	AFP	feynman_I_18_12	0	Feynman	87.5	1	2.61E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_18_12	0.001	Feynman	100	1	2.60E-15	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_18_12	0.01	Feynman	70	1	2.60E-15	0
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_18_12	0.1	Feynman	70	1	2.62E-15	0
AFP_0_Feynman	AFP_0	AFP	feynman_I_18_14	0	Feynman	75	1	9.95E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_18_14	0.001	Feynman	50	1	0.176693164320192	0.030743027292014
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_18_14	0.01	Feynman	50	1	0.010437379707238	0.000108932961743
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_18_14	0.1	Feynman	40	1	0.074694651363749	0.005563784349102
AFP_0_Feynman	AFP_0	AFP	feynman_I_18_4	0	Feynman	0	0	0.204129453257583	0.040824074857842
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_18_4	0.001	Feynman	0	0	0.232839328109435	0.052795610424222
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_18_4	0.01	Feynman	0	0	0.210013064382722	0.04316052574636
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_18_4	0.1	Feynman	0	0	0.210401360390472	0.04331686290235
AFP_0_Feynman	AFP_0	AFP	feynman_I_24_6	0	Feynman	0	0	1.66715579766889	1.32956750365518
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_24_6	0.001	Feynman	0	0	1.94771118543152	1.56727728523124
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_24_6	0.01	Feynman	0	0	1.38959660732591	1.07533640516598
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_24_6	0.1	Feynman	0	0	1.65519481225059	1.31899733654136
AFP_0_Feynman	AFP_0	AFP	feynman_I_25_13	0	Feynman	100	1	2.70E-16	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_25_13	0.001	Feynman	50	1	3.12E-16	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_25_13	0.01	Feynman	70	1	2.72E-16	0
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_25_13	0.1	Feynman	30	1	0.00255404884529	6.52E-06
AFP_0_Feynman	AFP_0	AFP	feynman_I_27_6	0	Feynman	50	1	3.50E-06	1.22E-11
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_27_6	0.001	Feynman	0	0	0.037224452900445	0.001384700752993
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_27_6	0.01	Feynman	20	0	0.037945485475164	0.00143882426369
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_27_6	0.1	Feynman	20	0	0.045487333162248	0.002066959844167
AFP_0_Feynman	AFP_0	AFP	feynman_I_29_16	0	Feynman	0	0	0.549089883582154	0.263517215143016
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_29_16	0.001	Feynman	0	0	0.547529472166458	0.262201576535204
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_29_16	0.01	Feynman	0	0	0.666495989974547	0.367567240168039
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_29_16	0.1	Feynman	0	0	0.600700129599386	0.308102630628107
AFP_0_Feynman	AFP_0	AFP	feynman_I_29_4	0	Feynman	87.5	1	3.67E-16	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_29_4	0.001	Feynman	50	1	6.76E-07	4.57E-13
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_29_4	0.01	Feynman	60	1	3.75E-16	0
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_29_4	0.1	Feynman	60	1	0.002005009754248	4.02E-06
AFP_0_Feynman	AFP_0	AFP	feynman_I_30_3	0	Feynman	0	0	0.993250918936846	0.686398150993723
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_30_3	0.001	Feynman	0	0	1.46806927421289	1.14906056752844
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_30_3	0.01	Feynman	0	0	1.34978728336192	1.03741952789826
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_30_3	0.1	Feynman	0	0	1.47616313478447	1.15658480082609
AFP_0_Feynman	AFP_0	AFP	feynman_I_32_17	0	Feynman	0	0	0.868019863007419	0.561590113428954
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_32_17	0.001	Feynman	0	0	0.79634431747655	0.491131525030416
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_32_17	0.01	Feynman	0	0	1.02634701168935	0.719491203652128
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_32_17	0.1	Feynman	0	0	0.890845307031075	0.584227762325097
AFP_0_Feynman	AFP_0	AFP	feynman_I_32_5	0	Feynman	0	0	0.065957819942201	0.004340998230082
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_32_5	0.001	Feynman	0	0	0.069377057101077	0.004801629754904
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_32_5	0.01	Feynman	0	0	0.055076685430391	0.003028849678227
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_32_5	0.1	Feynman	20	0	0.067097841803947	0.004492016146431
AFP_0_Feynman	AFP_0	AFP	feynman_I_34_1	0	Feynman	0	0	0.080346164142832	0.006434758555709
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_34_1	0.001	Feynman	20	1	0.025783979056659	0.000664592685344
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_34_1	0.01	Feynman	0	0	0.093254777868971	0.008658857255471
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_34_1	0.1	Feynman	10	0	0.060852500951688	0.003696187547004
AFP_0_Feynman	AFP_0	AFP	feynman_I_34_14	0	Feynman	0	1	0.032583641720084	0.001061130509572
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_34_14	0.001	Feynman	0	1	0.032798261525437	0.001075147780525
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_34_14	0.01	Feynman	0	0	0.069601474258126	0.004832669040215
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_34_14	0.1	Feynman	0	0.5	0.051613395763231	0.002660400616138
AFP_0_Feynman	AFP_0	AFP	feynman_I_34_27	0	Feynman	100	1	0.000416630163067	1.74E-07
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_34_27	0.001	Feynman	80	1	2.38E-05	5.66E-10
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_34_27	0.01	Feynman	70	1	0.000338222843604	1.14E-07
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_34_27	0.1	Feynman	20	1	0.003910170585016	1.53E-05
AFP_0_Feynman	AFP_0	AFP	feynman_I_34_8	0	Feynman	62.5	1	4.04E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_34_8	0.001	Feynman	40	1	0.000132907597868	1.77E-08
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_34_8	0.01	Feynman	30	1	0.002062578220281	4.25E-06
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_34_8	0.1	Feynman	10	1	0.017389410354665	0.00030234588136
AFP_0_Feynman	AFP_0	AFP	feynman_I_37_4	0	Feynman	0	0	0.387805848740968	0.140103950247018
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_37_4	0.001	Feynman	0	0	0.252480608070692	0.061797070654775
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_37_4	0.01	Feynman	0	0	0.301450511845666	0.086977753258705
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_37_4	0.1	Feynman	0	0	0.233808342050629	0.053224452273089
AFP_0_Feynman	AFP_0	AFP	feynman_I_38_12	0	Feynman	0	0	0.111753371374761	0.012411474025082
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_38_12	0.001	Feynman	10	0.5	0.043777780747114	0.001914659955377
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_38_12	0.01	Feynman	0	0	0.082575068302502	0.006795500103992
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_38_12	0.1	Feynman	10	1	0.030277007219745	0.000916277255938
AFP_0_Feynman	AFP_0	AFP	feynman_I_39_1	0	Feynman	75	1	0.000447831280229	2.01E-07
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_39_1	0.001	Feynman	80	1	0.000226050913158	5.11E-08
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_39_1	0.01	Feynman	60	1	0.002074370722415	4.30E-06
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_39_1	0.1	Feynman	60	1	0.013423882968016	0.000180184399755
AFP_0_Feynman	AFP_0	AFP	feynman_I_39_11	0	Feynman	12.5	1	0.028768388039064	0.000827277861653
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_39_11	0.001	Feynman	50	1	0.008233659736237	6.78E-05
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_39_11	0.01	Feynman	0	1	0.08110290234928	0.006556142224848
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_39_11	0.1	Feynman	20	1	0.018870658202849	0.000356038351832
AFP_0_Feynman	AFP_0	AFP	feynman_I_39_22	0	Feynman	75	1	4.06E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_39_22	0.001	Feynman	60	1	4.26E-15	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_39_22	0.01	Feynman	80	1	4.06E-15	0
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_39_22	0.1	Feynman	50	1	0.070344018888348	0.004936078488695
AFP_0_Feynman	AFP_0	AFP	feynman_I_40_1	0	Feynman	0	0	0.196976264760739	0.038065862800135
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_40_1	0.001	Feynman	0	0	0.194777142478716	0.037236182998544
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_40_1	0.01	Feynman	0	0	0.172202210036589	0.029222436105425
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_40_1	0.1	Feynman	0	0	0.179637684891511	0.031759968026972
AFP_0_Feynman	AFP_0	AFP	feynman_I_41_16	0	Feynman	0	0	0.263924830854522	0.06733739719739
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_41_16	0.001	Feynman	0	0	0.267368505971105	0.069046393507495
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_41_16	0.01	Feynman	0	0	0.325147903505436	0.100497754816131
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_41_16	0.1	Feynman	0	0	0.254736846926611	0.062872316146908
AFP_0_Feynman	AFP_0	AFP	feynman_I_43_16	0	Feynman	50	1	4.09E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_43_16	0.001	Feynman	90	1	4.05E-15	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_43_16	0.01	Feynman	40	1	0.001171316884994	1.37E-06
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_43_16	0.1	Feynman	30	1	0.028242758631063	0.000797335458675
AFP_0_Feynman	AFP_0	AFP	feynman_I_43_31	0	Feynman	75	1	8.48E-15	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_43_31	0.001	Feynman	70	1	9.99E-05	9.98E-09
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_43_31	0.01	Feynman	50	1	0.006653955983233	4.43E-05
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_43_31	0.1	Feynman	30	1	0.089435936877712	0.007966966082177
AFP_0_Feynman	AFP_0	AFP	feynman_I_43_43	0	Feynman	0	0.5	0.071315003661869	0.005072940598058
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_43_43	0.001	Feynman	10	0	0.089668443260722	0.008008277690872
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_43_43	0.01	Feynman	0	0.5	0.050567062166442	0.002553764142904
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_43_43	0.1	Feynman	0	0.5	0.050546961358308	0.002551736851099
AFP_0_Feynman	AFP_0	AFP	feynman_I_44_4	0	Feynman	0	0	3.43571564059594	2.54976870944349
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_44_4	0.001	Feynman	0	0	2.92938265731869	2.25981148207958
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_44_4	0.01	Feynman	10	0	2.98091064080647	2.29110224152661
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_44_4	0.1	Feynman	0	0	3.37485236833152	2.51685971198193
AFP_0_Feynman	AFP_0	AFP	feynman_I_47_23	0	Feynman	62.5	1	3.35E-16	0
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_47_23	0.001	Feynman	80	1	3.17E-16	0
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_47_23	0.01	Feynman	50	1	0.000101207460206	1.02E-08
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_47_23	0.1	Feynman	50	1	2.71E-07	7.35E-14
AFP_0_Feynman	AFP_0	AFP	feynman_I_48_2	0	Feynman	0	1	0.304200567740958	0.088503416640765
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_48_2	0.001	Feynman	0	1	0.307558822248697	0.090382083152515
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_48_2	0.01	Feynman	0	1	0.252531274529982	0.061821124183773
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_48_2	0.1	Feynman	0	1	0.59561994165982	0.303626616098423
AFP_0_Feynman	AFP_0	AFP	feynman_I_50_26	0	Feynman	0	0	0.524727639210727	0.243212100388618
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_50_26	0.001	Feynman	0	0	0.430364347283028	0.169922903014764
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_50_26	0.01	Feynman	0	0	0.544311463814233	0.259494743357435
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_50_26	0.1	Feynman	0	0	0.553781062949622	0.267484568448489
AFP_0_Feynman	AFP_0	AFP	feynman_I_6_2	0	Feynman	0	0	0.00505424776781	2.55E-05
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_6_2	0.001	Feynman	0	0	0.004854036167212	2.36E-05
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_6_2	0.01	Feynman	0	0	0.005240036610846	2.75E-05
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_6_2	0.1	Feynman	0	0	0.006462016019674	4.18E-05
AFP_0_Feynman	AFP_0	AFP	feynman_I_6_2a	0	Feynman	0	1	0.000896847702323	8.04E-07
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_6_2a	0.001	Feynman	0	1	0.00089729584972	8.05E-07
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_6_2a	0.01	Feynman	20	1	2.54E-05	6.44E-10
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_6_2a	0.1	Feynman	10	1	0.000281342495947	7.92E-08
AFP_0_Feynman	AFP_0	AFP	feynman_I_6_2b	0	Feynman	0	0	0.016461193705249	0.000270934192219
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_6_2b	0.001	Feynman	0	0	0.011837335270035	0.000140112690054
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_6_2b	0.01	Feynman	0	0	0.010120151207347	0.00010241221615
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_6_2b	0.1	Feynman	0	0	0.016480466941557	0.000271568912436
AFP_0_Feynman	AFP_0	AFP	feynman_I_8_14	0	Feynman	0	0	0.343162444153973	0.111327096927083
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_8_14	0.001	Feynman	0	0	0.285149650141653	0.078173567743267
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_8_14	0.01	Feynman	0	0	0.205348089501743	0.041303003164582
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_8_14	0.1	Feynman	0	0	0.320038239247446	0.097511822210609
AFP_0_Feynman	AFP_0	AFP	feynman_I_9_18	0	Feynman	0	0	0.047374547978484	0.002241833009652
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_I_9_18	0.001	Feynman	0	0	0.044557987121706	0.001983445886402
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_I_9_18	0.01	Feynman	0	0	0.042478947539086	0.00180283490015
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_I_9_18	0.1	Feynman	0	0	0.043560536151158	0.001895722292271
AFP_0_Feynman	AFP_0	AFP	feynman_test_1	0	Feynman	0	0	2.52800518075661	2.00023736277109
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_1	0.001	Feynman	0	0	2.47727345700282	1.96527623581132
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_1	0.01	Feynman	0	0	1.98985481113047	1.60130939927741
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_1	0.1	Feynman	0	0	2.26905775884663	1.8162281726847
AFP_0_Feynman	AFP_0	AFP	feynman_test_11	0	Feynman	0	0	0.296385312511563	0.084197988805078
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_11	0.001	Feynman	0	0	0.325624145108219	0.100778007476874
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_11	0.01	Feynman	0	0	0.328008126412304	0.102185879722691
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_11	0.1	Feynman	0	0	0.350384200780302	0.115798034093875
AFP_0_Feynman	AFP_0	AFP	feynman_test_12	0	Feynman	0	1	0.018931920109614	0.000358353382793
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_12	0.001	Feynman	0	0.5	0.495427615666075	0.219495723966372
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_12	0.01	Feynman	0	1	0.277609394000714	0.074241583462103
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_12	0.1	Feynman	0	0	1.57182023888873	1.24433292485232
AFP_0_Feynman	AFP_0	AFP	feynman_test_13	0	Feynman	0	0	0.004797962705766	2.30E-05
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_13	0.001	Feynman	0	0	0.004362900611759	1.90E-05
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_13	0.01	Feynman	0	0	0.006626391006176	4.39E-05
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_13	0.1	Feynman	0	0	0.004884459023471	2.39E-05
AFP_0_Feynman	AFP_0	AFP	feynman_test_14	0	Feynman	0	0	5.83497230594021	3.5566872161668
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_14	0.001	Feynman	0	0	5.20932228785627	3.33708681156291
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_14	0.01	Feynman	0	0	5.79699658482831	3.54400307565855
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_14	0.1	Feynman	0	0	5.71855575556544	3.5175536200609
AFP_0_Feynman	AFP_0	AFP	feynman_test_15	0	Feynman	0	0	0.23525379570267	0.053867110252836
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_15	0.001	Feynman	0	0	0.272759863562081	0.071760451826702
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_15	0.01	Feynman	0	0	0.266481729037087	0.068604473853578
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_15	0.1	Feynman	0	0	0.207378860767661	0.042106920866269
AFP_0_Feynman	AFP_0	AFP	feynman_test_16	0	Feynman	0	0	6.47774202129757	3.76029602560363
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_16	0.001	Feynman	0	0	5.67986604554464	3.50438188037135
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_16	0.01	Feynman	0	0	5.26849839760708	3.35888383663844
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_16	0.1	Feynman	0	0	4.29329761400795	2.96694200264256
AFP_0_Feynman	AFP_0	AFP	feynman_test_17	0	Feynman	0	0	306.157781076883	11.4482118555874
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_17	0.001	Feynman	0	0	234.170031321266	10.9121131982973
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_17	0.01	Feynman	0	0	199.967898564519	10.5963387006905
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_17	0.1	Feynman	0	0	206.16132296487	10.6573414947536
AFP_0_Feynman	AFP_0	AFP	feynman_test_18	0	Feynman	0	0	0.270820322034495	0.07077867968695
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_18	0.001	Feynman	0	0	0.208197484626667	0.042433040988386
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_18	0.01	Feynman	0	0	0.220373772353266	0.047422180850784
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_18	0.1	Feynman	0	0	0.233588951875226	0.053127220233331
AFP_0_Feynman	AFP_0	AFP	feynman_test_19	0	Feynman	0	0	2.85057646614133	2.21110405349076
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_19	0.001	Feynman	0	0	3.2853041979696	2.467525101535
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_19	0.01	Feynman	0	0	3.1082492175827	2.36661222076138
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_19	0.1	Feynman	0	0	3.12657401564659	2.3772717975007
AFP_0_Feynman	AFP_0	AFP	feynman_test_2	0	Feynman	0	0	0.595135290602405	0.303200546236138
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_2	0.001	Feynman	0	0	0.961161482980825	0.654318716577166
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_2	0.01	Feynman	0	0	0.813284560920326	0.507679746898985
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_2	0.1	Feynman	0	0	0.666757582964438	0.367808705062384
AFP_0_Feynman	AFP_0	AFP	feynman_test_20	0	Feynman	0	0	3.98925590674715	2.82815129994432
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_20	0.001	Feynman	0	0	4.54350457382091	3.07470212033334
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_20	0.01	Feynman	0	0	4.61055577519932	3.10266665506501
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_20	0.1	Feynman	0	0	4.60712544834454	3.10124499798275
AFP_0_Feynman	AFP_0	AFP	feynman_test_3	0	Feynman	0	0	0.269596133275448	0.070162124382884
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_3	0.001	Feynman	0	0	0.275451664938044	0.073133001046877
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_3	0.01	Feynman	0	0	0.349314891617011	0.115131428589694
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_3	0.1	Feynman	0	0	0.237435053798371	0.054843619053408
AFP_0_Feynman	AFP_0	AFP	feynman_test_4	0	Feynman	0	0	0.076163519255691	0.005784121336584
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_4	0.001	Feynman	0	0	0.071856658522639	0.005150094839863
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_4	0.01	Feynman	0	0	0.090813115691785	0.008213201116246
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_4	0.1	Feynman	0	0	0.092560756905236	0.008531001030342
AFP_0_Feynman	AFP_0	AFP	feynman_test_5	0	Feynman	0	0	0.367349791779506	0.126584957743594
AFP_0.001_Feynman	AFP_0.001	AFP	feynman_test_5	0.001	Feynman	0	0	0.338391083338653	0.108413523238583
AFP_0.01_Feynman	AFP_0.01	AFP	feynman_test_5	0.01	Feynman	0	0	0.302923783964405	0.087793654914156
AFP_0.1_Feynman	AFP_0.1	AFP	feynman_test_5	0.1	Feynman	0	0	0.318582191880352	0.096667996629409
